date,location,co,no2,o3,pm10,pm25,so2
2025-09-12,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.9,34.5,19.5,
2025-09-13,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.0,40.4,21.5,
2025-09-14,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.6,41.4,21.7,
2025-09-15,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.2,23.1,10.8,
2025-09-16,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.7,36.9,14.2,
2025-09-17,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.1,33.0,18.3,
2025-09-18,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.4,29.1,17.0,
2025-09-19,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.5,52.6,19.8,
2025-09-20,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.3,51.6,23.2,
2025-09-21,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.7,40.8,20.1,
2025-09-22,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.0,23.1,13.1,
2025-09-23,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.7,31.3,14.9,
2025-09-24,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.7,55.5,26.7,
2025-09-25,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.4,47.5,22.2,
2025-09-26,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.7,27.8,19.4,
2025-09-27,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.2,20.6,11.5,
2025-09-28,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.9,18.8,8.81,
2025-09-29,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.7,50.0,18.4,
2025-09-30,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.1,40.8,11.0,
2025-10-01,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.1,41.8,14.0,
2025-10-02,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.6,27.5,12.5,
2025-10-03,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.9,39.5,11.6,
2025-10-04,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.5,40.2,15.5,
2025-10-05,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.1,36.8,16.1,
2025-10-06,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.5,37.8,11.9,
2025-10-07,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.1,33.5,14.2,
2025-10-08,"Bollaram Industrial Area, Hyderabad - TSPCB",,,54.3,85.3,26.3,
2025-10-09,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.7,92.2,36.7,
2025-10-10,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.4,132.0,42.8,
2025-10-11,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.8,132.0,42.7,
2025-10-12,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.0,112.0,53.3,
2025-10-13,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.7,107.0,59.7,
2025-10-14,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.6,108.0,30.0,
2025-10-15,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.1,73.0,18.0,
2025-10-16,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.8,126.0,69.8,
2025-10-17,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.5,123.0,55.0,
2025-10-18,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.9,121.0,64.7,
2025-10-19,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.7,123.0,60.3,
2025-10-20,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.1,84.3,18.5,
2025-10-21,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.3,94.5,20.7,
2025-10-22,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.1,85.6,14.8,
2025-10-23,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.5,66.0,8.01,
2025-10-24,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.6,42.0,6.4,
2025-10-25,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.0,65.5,18.7,
2025-10-26,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.1,16.2,8.6,
2025-10-27,"Bollaram Industrial Area, Hyderabad - TSPCB",,,54.9,104.0,18.4,
2025-10-28,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.1,26.2,16.4,
2025-10-29,"Bollaram Industrial Area, Hyderabad - TSPCB",,,47.6,21.7,16.3,
2025-10-30,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.8,37.1,29.9,
2025-10-31,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.9,50.0,33.0,
2025-11-01,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.4,67.4,42.2,
2025-11-02,"Bollaram Industrial Area, Hyderabad - TSPCB",,,54.0,33.6,25.0,
2025-11-03,"Bollaram Industrial Area, Hyderabad - TSPCB",,,57.4,41.8,31.4,
2025-11-04,"Bollaram Industrial Area, Hyderabad - TSPCB",,,57.2,43.0,32.2,
2025-11-05,"Bollaram Industrial Area, Hyderabad - TSPCB",,,57.2,66.0,42.8,
2025-11-06,"Bollaram Industrial Area, Hyderabad - TSPCB",,,56.3,78.8,35.7,
2025-11-07,"Bollaram Industrial Area, Hyderabad - TSPCB",,,55.3,91.1,39.7,
2025-11-08,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.3,91.2,39.2,
2025-11-09,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.8,123.0,59.5,
2025-11-10,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.6,84.2,70.7,
2025-11-11,"Bollaram Industrial Area, Hyderabad - TSPCB",,,55.0,73.3,58.7,
2025-11-12,"Bollaram Industrial Area, Hyderabad - TSPCB",,,55.1,71.5,57.3,
2025-11-13,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.3,62.1,49.6,
2025-11-14,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.4,64.4,51.5,
2025-11-15,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.0,94.0,63.2,
2025-11-16,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.8,84.3,64.7,
2025-11-17,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.4,88.8,66.7,
2025-11-18,"Bollaram Industrial Area, Hyderabad - TSPCB",,,46.8,96.8,72.0,
2025-11-19,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.9,99.2,70.0,
2025-11-20,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.7,85.8,58.6,
2025-11-21,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.9,60.0,48.1,
2025-11-22,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.7,57.8,46.2,
2025-11-23,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.7,56.3,45.1,
2025-11-24,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.8,54.5,43.5,
2025-11-25,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.4,116.0,52.6,
2025-11-26,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.3,146.0,75.6,
2025-11-27,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.9,157.0,75.0,
2025-11-28,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.0,143.0,66.9,
2025-11-29,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.8,132.0,66.2,
2025-11-30,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.0,111.0,59.2,
2025-12-01,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.5,132.0,64.8,
2025-12-02,"Bollaram Industrial Area, Hyderabad - TSPCB",,,56.9,140.0,70.7,
2025-12-03,"Bollaram Industrial Area, Hyderabad - TSPCB",,,60.7,138.0,67.1,
2025-12-04,"Bollaram Industrial Area, Hyderabad - TSPCB",,,54.8,125.0,74.2,
2025-12-05,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.5,134.0,67.4,
2025-12-06,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.7,137.0,74.3,
2025-12-07,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.2,122.0,63.5,
2025-12-08,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.3,119.0,68.8,
2025-12-09,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.3,124.0,64.4,
2025-12-10,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.1,60.9,64.9,
2025-12-11,"Bollaram Industrial Area, Hyderabad - TSPCB",,,43.5,54.8,61.8,
2025-12-12,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.3,100.0,43.3,
2025-12-13,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.0,126.0,57.8,
2025-12-14,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.9,122.0,63.1,
2025-12-15,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.7,144.0,70.6,
2025-12-16,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.3,141.0,68.2,
2025-12-17,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.0,141.0,73.4,
2025-12-18,"Bollaram Industrial Area, Hyderabad - TSPCB",,,48.5,118.0,48.8,
2025-12-19,"Bollaram Industrial Area, Hyderabad - TSPCB",,,47.8,96.1,52.4,
2025-12-20,"Bollaram Industrial Area, Hyderabad - TSPCB",,,46.8,101.0,49.6,
2025-12-21,"Bollaram Industrial Area, Hyderabad - TSPCB",,,47.6,150.0,68.5,
2025-12-22,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.6,141.0,63.2,
2025-12-23,"Bollaram Industrial Area, Hyderabad - TSPCB",,,59.4,140.0,63.5,
2025-12-24,"Bollaram Industrial Area, Hyderabad - TSPCB",,,52.7,138.0,72.7,
2025-12-25,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.9,,70.1,
2025-12-26,"Bollaram Industrial Area, Hyderabad - TSPCB",,,65.1,116.0,66.3,
2025-12-27,"Bollaram Industrial Area, Hyderabad - TSPCB",,,57.0,144.0,80.2,
2025-12-28,"Bollaram Industrial Area, Hyderabad - TSPCB",,,57.1,147.0,,
2025-12-29,"Bollaram Industrial Area, Hyderabad - TSPCB",,,57.9,141.0,68.3,
2025-12-30,"Bollaram Industrial Area, Hyderabad - TSPCB",,,55.4,145.0,59.0,
2025-12-31,"Bollaram Industrial Area, Hyderabad - TSPCB",,,53.1,152.0,59.0,
2026-01-02,"Bollaram Industrial Area, Hyderabad - TSPCB",,,59.9,173.0,79.5,
2026-01-03,"Bollaram Industrial Area, Hyderabad - TSPCB",,,55.2,168.0,78.7,
2026-01-04,"Bollaram Industrial Area, Hyderabad - TSPCB",,,56.0,155.0,73.9,
2026-01-05,"Bollaram Industrial Area, Hyderabad - TSPCB",,,54.3,128.0,74.0,
2026-01-06,"Bollaram Industrial Area, Hyderabad - TSPCB",,,51.8,125.0,72.3,
2026-01-07,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.8,120.0,53.6,
2026-01-08,"Bollaram Industrial Area, Hyderabad - TSPCB",,,50.3,110.0,52.7,
2026-01-09,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.4,88.6,44.2,
2026-01-10,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.5,96.3,42.5,
2026-01-20,"Bollaram Industrial Area, Hyderabad - TSPCB",,,46.7,139.0,67.0,
2026-01-21,"Bollaram Industrial Area, Hyderabad - TSPCB",,,47.3,119.0,65.0,
2026-01-22,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.0,107.0,55.2,
2026-01-23,"Bollaram Industrial Area, Hyderabad - TSPCB",,,43.6,122.0,61.6,
2026-01-24,"Bollaram Industrial Area, Hyderabad - TSPCB",,,39.0,127.0,65.4,
2026-01-25,"Bollaram Industrial Area, Hyderabad - TSPCB",,,39.8,123.0,68.2,
2026-01-26,"Bollaram Industrial Area, Hyderabad - TSPCB",,,39.7,107.0,55.6,
2026-01-27,"Bollaram Industrial Area, Hyderabad - TSPCB",,,39.8,119.0,60.7,
2026-01-28,"Bollaram Industrial Area, Hyderabad - TSPCB",,,40.4,131.0,65.0,
2026-01-29,"Bollaram Industrial Area, Hyderabad - TSPCB",,,40.4,137.0,68.2,
2026-01-30,"Bollaram Industrial Area, Hyderabad - TSPCB",,,39.3,145.0,72.1,
2026-01-31,"Bollaram Industrial Area, Hyderabad - TSPCB",,,38.8,156.0,75.7,
2026-02-01,"Bollaram Industrial Area, Hyderabad - TSPCB",,,38.6,146.0,80.9,
2026-02-02,"Bollaram Industrial Area, Hyderabad - TSPCB",,,39.0,154.0,74.6,
2026-02-03,"Bollaram Industrial Area, Hyderabad - TSPCB",,,37.4,151.0,,
2026-02-04,"Bollaram Industrial Area, Hyderabad - TSPCB",,,40.8,141.0,73.6,
2026-02-05,"Bollaram Industrial Area, Hyderabad - TSPCB",,,39.3,111.0,70.0,
2026-02-06,"Bollaram Industrial Area, Hyderabad - TSPCB",,,40.0,145.0,71.2,
2026-02-07,"Bollaram Industrial Area, Hyderabad - TSPCB",,,40.3,132.0,59.8,
2026-02-08,"Bollaram Industrial Area, Hyderabad - TSPCB",,,38.4,114.0,56.4,
2026-02-09,"Bollaram Industrial Area, Hyderabad - TSPCB",,,40.5,99.5,45.4,
2026-02-10,"Bollaram Industrial Area, Hyderabad - TSPCB",,,40.4,103.0,50.6,
2026-02-11,"Bollaram Industrial Area, Hyderabad - TSPCB",,,40.1,113.0,56.8,
2026-02-12,"Bollaram Industrial Area, Hyderabad - TSPCB",,,40.4,119.0,60.7,
2026-02-13,"Bollaram Industrial Area, Hyderabad - TSPCB",,,40.8,118.0,59.4,
2026-02-14,"Bollaram Industrial Area, Hyderabad - TSPCB",,,41.2,129.0,65.1,
2026-02-15,"Bollaram Industrial Area, Hyderabad - TSPCB",,,41.8,117.0,67.2,
2026-02-16,"Bollaram Industrial Area, Hyderabad - TSPCB",,,41.2,132.0,80.8,
2026-02-17,"Bollaram Industrial Area, Hyderabad - TSPCB",,,43.7,111.0,57.2,
2026-02-18,"Bollaram Industrial Area, Hyderabad - TSPCB",,,42.5,121.0,62.2,
2026-02-19,"Bollaram Industrial Area, Hyderabad - TSPCB",,,42.0,102.0,48.4,
2026-02-20,"Bollaram Industrial Area, Hyderabad - TSPCB",,,41.6,95.4,48.3,
2026-02-21,"Bollaram Industrial Area, Hyderabad - TSPCB",,,43.8,87.8,39.6,
2026-02-22,"Bollaram Industrial Area, Hyderabad - TSPCB",,,54.1,83.7,36.7,
2026-02-23,"Bollaram Industrial Area, Hyderabad - TSPCB",,,47.9,80.5,38.8,
2026-02-24,"Bollaram Industrial Area, Hyderabad - TSPCB",,,44.7,73.7,37.4,
2026-02-25,"Bollaram Industrial Area, Hyderabad - TSPCB",,,43.0,105.0,51.3,
2026-02-26,"Bollaram Industrial Area, Hyderabad - TSPCB",,,49.5,99.0,45.1,
2026-02-27,"Bollaram Industrial Area, Hyderabad - TSPCB",,,47.6,88.1,40.7,
2026-02-28,"Bollaram Industrial Area, Hyderabad - TSPCB",,,45.2,104.0,53.5,
2026-03-01,"Bollaram Industrial Area, Hyderabad - TSPCB",,,44.6,95.1,56.6,
2026-03-02,"Bollaram Industrial Area, Hyderabad - TSPCB",,,44.5,130.0,67.8,
2018-03-09,"Central University, Hyderabad - TSPCB",52500.0,82.0,42.0,113.0,76.0,5.5
2018-03-10,"Central University, Hyderabad - TSPCB",60000.0,66.8,55.8,106.0,76.4,4.0
2018-03-11,"Central University, Hyderabad - TSPCB",47700.0,56.4,76.9,118.0,103.0,9.5
2018-03-12,"Central University, Hyderabad - TSPCB",32600.0,49.6,55.6,102.0,63.3,3.86
2018-03-13,"Central University, Hyderabad - TSPCB",42300.0,55.0,51.7,85.0,50.3,4.0
2018-03-14,"Central University, Hyderabad - TSPCB",42300.0,68.5,49.8,90.0,59.0,6.75
2018-03-15,"Central University, Hyderabad - TSPCB",50000.0,58.8,75.2,93.6,63.2,6.2
2018-03-16,"Central University, Hyderabad - TSPCB",56000.0,70.5,33.0,111.0,85.5,10.5
2018-03-17,"Central University, Hyderabad - TSPCB",54700.0,54.0,74.0,119.0,88.0,17.3
2018-03-18,"Central University, Hyderabad - TSPCB",45500.0,53.0,39.8,77.3,67.8,2.0
2018-03-19,"Central University, Hyderabad - TSPCB",49300.0,53.3,56.7,65.3,51.3,2.0
2018-03-20,"Central University, Hyderabad - TSPCB",71500.0,87.3,55.5,90.3,68.3,4.0
2018-03-21,"Central University, Hyderabad - TSPCB",53800.0,66.5,72.0,91.5,73.8,5.25
2018-03-22,"Central University, Hyderabad - TSPCB",47600.0,84.1,36.4,122.0,114.0,12.2
2018-03-23,"Central University, Hyderabad - TSPCB",61600.0,91.9,21.1,132.0,104.0,24.6
2018-03-24,"Central University, Hyderabad - TSPCB",59800.0,104.0,28.4,136.0,90.8,22.2
2018-03-25,"Central University, Hyderabad - TSPCB",53400.0,94.1,38.9,135.0,106.0,14.9
2018-03-26,"Central University, Hyderabad - TSPCB",30700.0,53.2,53.8,118.0,101.0,9.11
2018-03-27,"Central University, Hyderabad - TSPCB",29600.0,56.9,62.0,117.0,91.4,7.43
2018-03-28,"Central University, Hyderabad - TSPCB",33800.0,54.0,72.6,108.0,77.4,11.2
2018-03-29,"Central University, Hyderabad - TSPCB",42200.0,58.8,64.8,109.0,71.0,13.0
2018-03-30,"Central University, Hyderabad - TSPCB",51000.0,61.5,52.0,116.0,82.8,9.75
2018-03-31,"Central University, Hyderabad - TSPCB",24800.0,44.5,71.5,100.0,68.3,7.0
2018-04-01,"Central University, Hyderabad - TSPCB",38700.0,53.0,54.0,107.0,69.3,7.67
2018-04-02,"Central University, Hyderabad - TSPCB",18600.0,45.6,70.6,77.5,50.7,2.73
2018-04-03,"Central University, Hyderabad - TSPCB",39700.0,70.8,25.6,90.6,65.7,2.0
2018-04-04,"Central University, Hyderabad - TSPCB",28900.0,50.2,62.6,95.9,68.0,4.67
2018-04-05,"Central University, Hyderabad - TSPCB",39500.0,61.1,39.7,95.8,62.8,4.64
2018-04-06,"Central University, Hyderabad - TSPCB",48000.0,67.8,36.8,102.0,69.0,3.0
2018-04-07,"Central University, Hyderabad - TSPCB",11100.0,46.5,80.5,85.3,54.2,4.2
2018-04-08,"Central University, Hyderabad - TSPCB",36300.0,61.9,55.2,72.0,40.7,4.5
2018-04-09,"Central University, Hyderabad - TSPCB",39000.0,56.9,38.4,60.0,40.6,1.0
2018-04-16,"Central University, Hyderabad - TSPCB",621.0,59.3,71.9,93.7,32.2,16.3
2018-04-17,"Central University, Hyderabad - TSPCB",480.0,40.2,63.3,80.5,25.5,13.4
2018-04-18,"Central University, Hyderabad - TSPCB",139.0,25.5,116.0,56.6,20.6,2.64
2018-04-19,"Central University, Hyderabad - TSPCB",578.0,47.3,66.7,103.0,32.8,34.3
2018-04-20,"Central University, Hyderabad - TSPCB",1300.0,91.2,35.4,148.0,57.0,4.58
2018-04-26,"Central University, Hyderabad - TSPCB",658.0,39.8,80.6,89.1,31.4,15.6
2018-04-27,"Central University, Hyderabad - TSPCB",761.0,26.9,81.2,88.7,29.4,4.31
2018-04-28,"Central University, Hyderabad - TSPCB",451.0,30.7,66.0,86.6,80.4,3.91
2018-04-29,"Central University, Hyderabad - TSPCB",640.0,25.9,7.14,89.5,79.4,14.6
2018-04-30,"Central University, Hyderabad - TSPCB",461.0,49.4,33.1,102.0,57.2,12.9
2018-05-01,"Central University, Hyderabad - TSPCB",288.0,37.5,69.5,118.0,36.5,3.67
2018-05-02,"Central University, Hyderabad - TSPCB",878.0,14.5,70.6,92.1,32.5,11.7
2018-05-03,"Central University, Hyderabad - TSPCB",358.0,25.2,73.5,79.2,25.9,1.71
2018-05-04,"Central University, Hyderabad - TSPCB",729.0,30.3,101.0,43.2,14.3,1.86
2018-05-05,"Central University, Hyderabad - TSPCB",572.0,24.8,79.4,68.4,22.7,18.8
2018-05-06,"Central University, Hyderabad - TSPCB",439.0,23.2,77.9,76.7,25.9,16.7
2018-05-07,"Central University, Hyderabad - TSPCB",852.0,28.6,76.7,80.2,25.7,17.3
2018-05-08,"Central University, Hyderabad - TSPCB",977.0,47.5,49.9,102.0,35.8,3.04
2018-05-09,"Central University, Hyderabad - TSPCB",744.0,31.2,50.7,91.9,34.5,4.35
2018-05-10,"Central University, Hyderabad - TSPCB",712.0,27.4,74.3,67.0,25.7,16.8
2018-05-11,"Central University, Hyderabad - TSPCB",995.0,27.5,76.2,72.1,26.2,16.2
2018-05-12,"Central University, Hyderabad - TSPCB",491.0,27.2,77.9,69.7,26.6,2.31
2018-05-13,"Central University, Hyderabad - TSPCB",1070.0,26.9,97.6,68.8,25.0,16.2
2018-05-14,"Central University, Hyderabad - TSPCB",1390.0,18.2,80.5,51.6,23.1,2.14
2018-08-10,"Central University, Hyderabad - TSPCB",241.0,13.8,27.0,34.1,12.6,3.53
2018-08-11,"Central University, Hyderabad - TSPCB",192.0,10.8,15.7,24.4,8.59,17.4
2018-08-12,"Central University, Hyderabad - TSPCB",144.0,9.27,20.8,19.3,7.63,12.4
2018-08-13,"Central University, Hyderabad - TSPCB",179.0,9.21,24.3,23.2,6.52,1.46
2018-08-14,"Central University, Hyderabad - TSPCB",240.0,16.2,21.6,51.6,16.9,19.8
2018-08-15,"Central University, Hyderabad - TSPCB",189.0,11.1,24.3,59.4,19.9,1.04
2018-08-16,"Central University, Hyderabad - TSPCB",166.0,6.75,30.8,2.4,3.53,1.19
2018-08-17,"Central University, Hyderabad - TSPCB",209.0,11.1,26.8,42.0,15.7,3.22
2018-08-18,"Central University, Hyderabad - TSPCB",178.0,10.7,25.7,29.8,11.0,2.87
2018-08-19,"Central University, Hyderabad - TSPCB",185.0,11.0,24.5,20.7,9.49,12.0
2018-08-20,"Central University, Hyderabad - TSPCB",167.0,8.4,21.5,16.0,7.13,19.5
2018-08-21,"Central University, Hyderabad - TSPCB",165.0,8.13,23.1,15.9,7.43,19.4
2018-08-22,"Central University, Hyderabad - TSPCB",183.0,10.3,23.4,19.1,7.23,0.826
2018-08-23,"Central University, Hyderabad - TSPCB",168.0,12.3,20.6,27.5,8.78,2.66
2018-08-24,"Central University, Hyderabad - TSPCB",184.0,11.9,27.2,19.5,8.49,16.2
2018-08-25,"Central University, Hyderabad - TSPCB",190.0,12.5,22.5,35.6,10.3,33.6
2018-08-26,"Central University, Hyderabad - TSPCB",191.0,12.2,20.6,25.3,8.92,12.0
2018-08-27,"Central University, Hyderabad - TSPCB",192.0,13.7,18.8,22.9,10.1,2.9
2018-08-28,"Central University, Hyderabad - TSPCB",224.0,15.2,22.3,33.3,11.5,10.4
2018-08-29,"Central University, Hyderabad - TSPCB",208.0,15.7,24.4,53.3,15.8,11.3
2018-08-30,"Central University, Hyderabad - TSPCB",210.0,17.0,33.7,71.1,19.9,3.0
2018-08-31,"Central University, Hyderabad - TSPCB",283.0,18.0,27.4,59.1,17.7,14.6
2018-09-01,"Central University, Hyderabad - TSPCB",238.0,17.7,25.6,51.6,16.3,11.5
2018-09-02,"Central University, Hyderabad - TSPCB",233.0,13.9,22.5,32.5,11.7,9.42
2018-09-03,"Central University, Hyderabad - TSPCB",210.0,13.3,20.6,22.3,7.62,3.41
2018-09-04,"Central University, Hyderabad - TSPCB",288.0,17.8,24.3,56.3,15.8,11.8
2018-09-05,"Central University, Hyderabad - TSPCB",242.0,17.2,24.9,58.5,17.7,2.66
2018-09-06,"Central University, Hyderabad - TSPCB",299.0,20.4,26.9,81.1,24.5,21.9
2018-09-07,"Central University, Hyderabad - TSPCB",217.0,14.2,26.7,63.3,18.2,12.8
2018-09-08,"Central University, Hyderabad - TSPCB",193.0,18.2,23.9,51.5,14.5,18.3
2018-09-09,"Central University, Hyderabad - TSPCB",300.0,27.3,26.7,76.7,21.7,18.1
2018-09-10,"Central University, Hyderabad - TSPCB",387.0,36.7,45.7,89.3,30.8,15.4
2018-09-11,"Central University, Hyderabad - TSPCB",531.0,41.8,35.2,71.7,28.2,17.2
2018-09-12,"Central University, Hyderabad - TSPCB",557.0,27.7,34.6,48.0,22.9,2.42
2018-09-13,"Central University, Hyderabad - TSPCB",615.0,29.2,30.7,76.4,37.1,2.67
2018-09-14,"Central University, Hyderabad - TSPCB",504.0,39.3,45.2,87.9,32.8,39.1
2018-09-15,"Central University, Hyderabad - TSPCB",617.0,49.3,14.3,80.9,33.5,6.24
2018-09-16,"Central University, Hyderabad - TSPCB",284.0,23.7,40.0,67.1,26.1,21.3
2018-09-17,"Central University, Hyderabad - TSPCB",304.0,24.0,30.3,47.1,21.9,4.13
2018-09-18,"Central University, Hyderabad - TSPCB",473.0,28.0,29.2,58.5,29.0,13.5
2018-09-19,"Central University, Hyderabad - TSPCB",362.0,26.0,33.4,81.0,31.3,3.41
2018-09-20,"Central University, Hyderabad - TSPCB",322.0,21.5,35.1,90.9,34.8,12.6
2018-09-21,"Central University, Hyderabad - TSPCB",259.0,15.8,34.8,72.5,31.1,3.61
2018-09-22,"Central University, Hyderabad - TSPCB",171.0,13.2,44.1,53.2,21.5,11.1
2018-09-23,"Central University, Hyderabad - TSPCB",292.0,20.7,46.3,61.0,27.1,16.1
2018-09-24,"Central University, Hyderabad - TSPCB",562.0,36.9,33.1,72.0,30.8,10.4
2018-09-25,"Central University, Hyderabad - TSPCB",482.0,32.7,35.2,85.0,33.9,13.0
2018-09-26,"Central University, Hyderabad - TSPCB",674.0,42.0,26.5,109.0,45.1,10.9
2018-09-27,"Central University, Hyderabad - TSPCB",546.0,37.3,39.0,77.4,34.6,15.9
2018-09-28,"Central University, Hyderabad - TSPCB",659.0,36.1,22.9,89.0,37.3,14.7
2018-09-29,"Central University, Hyderabad - TSPCB",729.0,36.0,28.5,107.0,51.0,20.7
2018-09-30,"Central University, Hyderabad - TSPCB",631.0,32.8,39.8,133.0,63.2,26.9
2018-10-01,"Central University, Hyderabad - TSPCB",534.0,42.1,35.3,128.0,59.5,3.63
2018-10-02,"Central University, Hyderabad - TSPCB",378.0,33.2,33.5,67.5,29.1,4.42
2018-10-03,"Central University, Hyderabad - TSPCB",399.0,32.9,40.8,71.8,30.8,3.25
2018-10-04,"Central University, Hyderabad - TSPCB",395.0,32.4,40.0,76.3,31.0,1.18
2018-10-05,"Central University, Hyderabad - TSPCB",391.0,37.8,45.5,99.8,34.6,5.71
2018-10-06,"Central University, Hyderabad - TSPCB",463.0,39.9,56.0,123.0,49.6,18.3
2018-10-07,"Central University, Hyderabad - TSPCB",493.0,39.7,47.2,134.0,63.8,12.8
2018-10-08,"Central University, Hyderabad - TSPCB",473.0,41.9,46.0,139.0,60.1,5.01
2018-10-09,"Central University, Hyderabad - TSPCB",508.0,47.6,39.8,150.0,56.9,12.7
2018-10-10,"Central University, Hyderabad - TSPCB",500.0,50.4,39.3,151.0,55.1,10.1
2018-10-11,"Central University, Hyderabad - TSPCB",402.0,37.5,42.5,150.0,45.0,11.1
2018-10-12,"Central University, Hyderabad - TSPCB",579.0,52.8,58.7,131.0,45.8,11.8
2018-10-13,"Central University, Hyderabad - TSPCB",608.0,53.0,40.8,135.0,56.7,23.3
2018-10-14,"Central University, Hyderabad - TSPCB",385.0,36.5,56.9,102.0,45.5,25.8
2018-10-15,"Central University, Hyderabad - TSPCB",331.0,32.4,37.5,88.5,45.0,14.7
2018-10-16,"Central University, Hyderabad - TSPCB",411.0,27.2,56.9,91.0,44.4,2.47
2018-10-17,"Central University, Hyderabad - TSPCB",600.0,38.0,41.5,52.1,34.1,44.4
2018-10-18,"Central University, Hyderabad - TSPCB",395.0,25.4,35.1,52.9,31.1,2.11
